"-- Please Select --","-- בחר מהרשימה --"
"-- Please Select Billing Agreement--","-- בחר סוג חיוב--"
"-- Please Select a Category --","-- בחר קטגוריה --"
"-- Please select --","-- בחר מהרשימה --"
"--Please Select--","--בחר אפשרות--"
"1 Hour","שעה 1"
"10:40:00","10:40:00"
"12 Hours","12 שעות"
"12h AM/PM","12h AM/PM"
"2 Hours","שעתיים"
"24 Hours","24 שעות"
"24h","24 שעות"
"2YTD","2YTD"
"6 Hours","שש שעות"
"80px x 80px","80px x 80px"
"80x80 px","80x80 px"
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">404 תקלה</h1><p>העמוד לא נמצא.</p>"
"A new password was sent to your email address. Please check your email and click Back to Login.","סיסמא חדשה נשלחה לכתובת האימייל שלך. בדוק אימייל וחזור כדי להכנס למערכת."
"A user with the same user name or email aleady exists.","שם משתמש או כתובת דוא""ל קיימים"
"API Key","API מפתח"
"API Key Confirmation","API וידוא מפתח"
"ASCII","ASCII"
"Abandoned Carts","תהליכי קנייה שנזנחו"
"About the calendar","אודות לוח השנה"
"Access Denied","גישה נחסמה"
"Access denied","גישה נחסמה"
"Access denied.","גישה נסחמה."
"Account Created in:","החשבון נוצר בתוך:"
"Account Created on (%s):","חשבון נוצר ב (%s):"
"Account Created on:","החשבון נוצר ב:"
"Account Information","מידע אודות חשבונך"
"Account Status","סטאטוס חשבון"
"Account status","סטטוס חשבון"
"Action","פעולה"
"Actions","פעולות"
"Actions XML","פעולות XML"
"Activate","הפעל"
"Active","פעיל"
"Add","הוסף"
"Add Contents Path","הוסף מיקום לתוכן"
"Add Exception","הוסף יוצא מן הכלל"
"Add Field Mapping","הוסף מיפוי שדה"
"Add Field with URL:","הוסף שדה עם URL:"
"Add New Image","הוסף תמונה חדשה"
"Add New Profile","הוסף פרופיל חדש"
"Add New Role","הוסף תפקיד חדש"
"Add New Template","הוסף תבנית חדשה"
"Add New URL Rewrite","הוסף שכתוב URL חדש"
"Add New User","הוסף משתמש חדש"
"Add New Variable","הוסף משתנה חדש"
"Add New osCommerce Profile","הוסף OsCommerce לפרופיל"
"Add PHP Extension dependency","הוסף תנאים מיוחדים הרחבת PHP "
"Add Package dependency","הוסף תנאים מיוחדים לחבילה"
"Add URL Rewrite","הוסף שכתוב URL "
"Add URL Rewrite for a Category","הוסף שכתוב  URL לקטגוריה"
"Add URL Rewrite for a Product","הוסף שכתוב  URL למוצר"
"Add after","הוסף אחרי"
"Add to Cart","הוסף לסל"
"Add to Wishlist","הוסף ל wishlist"
"Additional Cache Management","ניהול Cache מתקדם"
"Address Type:","סוג כתובת:"
"Admin","ניהול"
"Advanced Admin Section","איזור - ניהול מתקדם"
"Advanced Profiles","פרופילים מורחבים"
"Advanced Section","איזור - מתקדם"
"AirMail Template Preview","AirMail תצוגה של תבנית"
"All","הכל"
"All Allowed Countries","כל הארצות המותרות"
"All Cache","כל זכרון המטמון"
"All Files","כל הקבצים"
"All Reviews","כל הביקורות"
"All Store Views","כל מבטי החנויות"
"All Tags","כל התגים"
"All Websites","כל האתרים"
"All countries","כל הארצות"
"All fields","כל השדות"
"All locations","כל המיקומים"
"All possible rates were fetched, please click on ""Save"" to apply","כל אפשרויות המס האפשריות  יובאו, לחץ ""שמור"" כדי להכיל"
"All rates were fetched, please click on ""Save"" to apply","כל אפשרויות המס יובאו, לחץ על ""שמור"" כדי להכיל"
"All valid rates have been saved.","כל הערכים האפשריים נשמרו"
"Amounts","כמויות"
"An error has occured while syncronizing media storages.","אירעה שגיעה במהלך סנכרון אחסון מדיה"
"An error occurred while clearing the JavaScript/CSS cache.","אירעה שגיעה במהלך מחיקת JavaScript/CSS cache."
"An error occurred while clearing the image cache.","אירעה שגיעה במהלך מחיקת  תמונות cache."
"An error occurred while creating the backup.","אירעה שגיעה במהלך מחיקת הגיבוי"
"An error occurred while deleting email template data. Please review log and try again.","אירעה שגיעה במהלך מחיקת תבניות דוא""ל, נסה שוב"
"An error occurred while deleting this role.","אירעה שגיעה במהלך מחיקת role"
"An error occurred while deleting this set.","אירעה שגיעהבמהלך  מחיקת set"
"An error occurred while deleting this template.","אירעה שגיעה במהלך מחיקת התבנית"
"An error occurred while finishing process. Please refresh the cache","אירעה שגיעה במהלך תהליך הסיום, רענן cache"
"An error occurred while rebuilding the Catalog Inventory Stock Status.","אירעה שגיעה במהלך שחזור סטאטוס מלאי קטלוג  "
"An error occurred while rebuilding the catalog index.","אירעה במהלך שגיעה שחזור אינדקס קטלוג "
"An error occurred while rebuilding the flat catalog category.","אירעה שגיעה במהלך שחזור קטגוריות flat של קטלוג"
"An error occurred while rebuilding the flat product catalog.","אירעה במהלך שגיעה שחזור קטלוג מוצרי flat"
"An error occurred while rebuilding the search index.","אירעה שגיעה במהלך שחזור אינדקס חיפוש"
"An error occurred while refreshing the Catalog Rewrites.","אירעה שגיעה במהלך רענון שכתובי קלוג"
"An error occurred while refreshing the Layered Navigation indices.","אירעה שגיעה במהלך רענון מדדי ניווט layered"
"An error occurred while refreshing the catalog rewrites.","אירעה שגיעה במהלך רענון שכתובי קטלוג"
"An error occurred while refreshing the layered navigation indices.","אירעה שגיעה במהלך רענון מדדי ניווט layered"
"An error occurred while saving account.","אירעה שגיעה במהלך שמירת החשבון"
"An error occurred while saving the customer.","אירעה שגיעה במהלך שמירת הלקוח"
"An error occurred while saving this configuration:","אירעה שגיעה במהלך שמירת ההגדרות"
"An error occurred while saving this role.","אירעה שגיעה במהלך שמירת ה role"
"An error occurred while saving this template.","אירעה שגיעה במהלך שמירת התבנית"
"An error occurred while updating the selected review(s).","אירעה שגיעה במהלך עדכון הקטגוריות הנבחרות"
"Any","כלשהו"
"Any Attribute Set","סט תכונות כלשהו"
"Any Group","קבוצה כלשהי"
"Any Status","סטטוס כלשהו"
"Any Store","חנות כלשהי"
"Any Type","סוג כלשהו"
"Any Visibility","נראות כלשהי"
"Archive file name:","הכנס שם קובץ לארכיון:"
"Are you sure that you want to delete this template?","אתה בטוח שאתה רוצה למחוק את התבנית הזאת?"
"Are you sure that you want to strip tags?","האם אתה בטוח שברצנך להסיר את התגים?"
"Are you sure you want to do this?","האם אתה בטוח שברצונך להמשיך?"
"Area","איזור"
"As low as:","נמוך עד לרמה של:"
"Assigned","משוייך"
"Associated Tags","תגים מקושרים"
"Attribute Set Name:","סט תכונות - שם:"
"Attributes","תכונות"
"Authors","כותבים"
"Automatic","אוטומטי"
"Available Products","מוצרים זמינים"
"Average Order Amount","כמות הזמנה ממוצעת"
"Average Orders","ממוצע הזמנות"
"BINARY","בינארי"
"Back","חזור"
"Back to Login","בחזרה ל'כניסה'"
"Backup","גיבוי"
"Backup record was deleted.","גיבוי נמחק"
"Backups","גיבויים"
"Base currency","מטבע בסיס"
"Bcc","Bcc"
"Bestsellers","רב-מכר"
"Big Image","תמונה גדולה"
"Billing Address","כתובת לחיוב"
"Billing Address: ","כתובת לחיוב"
"Billing Agreement","הסכם חיוב"
"Billing Agreements","הסכמי חיוב"
"Block Information","בלוק - מידע"
"Both (without and with tax)","שניהם (עם ובלי מס)"
"Both IPN and PDT","גם IPN וגם PDT"
"Browse Files...","בחר קבצים..."
"Bundle Items","פריטים מקובצים"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","מוצר מקובץ עם תמחור דינמי לא יכול להכיל אפשרויות מותאמות אישית. האפשרויות לא ישמרו."
"CMS","ניהול תוכן"
"CRITICAL","קריטי"
"CSV","CSV"
"CSV / Tab separated","CSV / מופרד בטאבים"
"Cache Control","ניהול זכרון מטמון"
"Cache Control (beta)","ניהול זכרון מטמון (בטא)"
"Cache Management","ניהול זכרון מטמון"
"Cache Type","סוג Cache"
"Cancel","בטל"
"Cancel URL: ","בטל URL: "
"Cannot add new comment.","לא ניתן להוסיף הערה חדשה"
"Cannot add tracking number.","לא ניתן להוסיף מספר מעקב"
"Cannot create an invoice without products.","לא ניתן ליצור חשבונית ללא בחירת מוצרים"
"Cannot create credit memo for the order.","לא ניתן ליצור תזכיר אשראי עבור ההזמנה"
"Cannot delete the design change.","לא ניתן למחוק שינויי עיצוב"
"Cannot delete tracking number.","לא ניתן למחוק מספר מעקב"
"Cannot do shipment for the order separately from invoice.","לא ניתן לבצע משלוח עבור ההזמנה ללא חשבונית"
"Cannot do shipment for the order.","לא ניתן לבצע משלוח של ההזמנה"
"Cannot find the email address.","לא נמצאה כתובת דוא""ל"
"Cannot initialize shipment for adding tracking number.","לא ניתן להתחיל בתהליך משלוח עבור הוספת מספר מעקב"
"Cannot initialize shipment for delete tracking number.","לא ניתן להתחיל בתהליך משלוח עבור מחיקת מספר מעקב"
"Cannot load track with retrieving identifier.","לא ניתן לטעון עקוץ עם אחזור מזהה"
"Cannot retrieve tracking number detail.","לא ניתן לשחזר פרטי מספר מעקב"
"Cannot save shipment.","לא ניתן לשמור משלוח"
"Cannot save the credit memo.","לא ניתן לשמור תזכיר אשראי"
"Cannot send shipment information.","לא ניתן לשלוח פרטי משלוח"
"Cannot update item quantity.","לא ניתן לעדכן כמות יחידות של הפריט"
"Cannot update the item\'s quantity.","לא ניתן לעדכן כמות יחידות של הפריט/ים"
"Card Verification Number","מספר CVV של הכרטיס"
"Carrier","משלח"
"Catalog","קטלוג"
"Catalog Price Rules","חוקי תמחור לקטלוג"
"Catalog Rewrites","שכתוב קטלוג"
"Categories","קטגוריות"
"Category:","קטגוריה:"
"Chairs","מושב"
"Change Orientation","שנה אוריינטציה"
"Changes have been saved to theme.","שינוי שבוצעו בערכת נושא נשמרו"
"Channel","ערוץ"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","טבלה מבוטלת, אם אתה רוצה לאפשר טבלה, לחץ .  <a href=""%s"">כאן</a>."
"Checkbox","תיבת בחירה"
"Child Transactions","תתי עסקאות"
"Choose Store View","בחר מבט חנות"
"Choose a selection...","בחר..."
"Choose an attribute","בחר תכונה"
"Chosen category does not associated with any website, ","קטגוריה נבחרת לא תואמת אתר קיים"
"Chosen product does not associated with any website, ","מוצר נבחר לא תואם אתר קיים"
"Clear","נקה"
"Close","סגור"
"Comment text field cannot be empty.","שדה טקסט של הערות חייב להכיל תוכן"
"Comments History","היסטוריית הערות"
"Complete","הושלם"
"Configuration","הגדרות"
"Confirmed email:","דוא""ל מאושר:"
"Connect with the Magento Community","התחבר לקהילת מג'נטו"
"Contents","תכנים"
"Continue","המשך"
"Convert to Plain Text","הפוך לטקסט פשוט"
"Cookie (unsafe)","Cookie (unsafe)"
"Country","ארץ"
"Country:","ארץ:"
"Coupons","קופונים"
"Create","צור"
"Create DB Backup","צור גיבוי לבסיס הנתונים"
"Create New Attribute","צור תכונה חדשה"
"Create URL Rewrite:","צור שכתוב URL:"
"Created At","נוצר ב-"
"Credit Card %s","כרטיס אשראי %"
"Credit Card Number","מספר כרטיס אשראי"
"Credit Card Number: xxxx-%s","מספר כרטיס אשראי: xxxx-%s"
"Credit Card Type","סוג כרטיס אשראי"
"Credit Card Type: %s","סוג כרטיס אשראי: %s"
"Credit Memo History","זכות - היסטוריה"
"Credit Memo Totals","זכות - סיכומים"
"Credit Memos","החזרים"
"Credit memo #%s comment added","#%s של הערת תזכיר אשראי נוספה"
"Credit memo #%s created"," #%s של תזכיר אשראי נוצר"
"Credit memo\'s total must be positive.","סכום תזכיר אשראי חייב להיות חיובי."
"Currency","מטבע"
"Currency Information","מידע על מטבע"
"Currency Setup Section","איזור - הגדרות מטבע"
"Current Configuration Scope:","טווח/תחום ההגדרות הנוכחיות"
"Current Month","חודש נוכחי"
"Custom","מותאם אישית"
"Custom Colors","צבע מותאם אישית"
"Custom Variable ""%s""","משתנים מותאמים אישית ""s%"""
"Custom Variables","משתנים מותאמים אישית"
"Customer","לקוח"
"Customer Group:","קטגוריית לקוח:"
"Customer Groups","קבוצות קונים"
"Customer Name","שם לקוח"
"Customer Reviews","ביקורות לקוחות"
"Customer Shopping Carts","עגלות קניות של לקוחות"
"Customer Since:","לקוח מתאריך:"
"Customer Tax Classes","לקוח - מדרגות מס"
"Customer with the same email already exists.","לקוח עם אותה כתובת דוא""ל כבר קיים"
"Customers","קונים"
"Customers by Number of Orders","לקוחות לפי מספר הזמנות"
"Customers by Orders Total","לקוחות לפי סה""כ הזמנות"
"DHTML Date/Time Selector"," תאריך/זמן סלקטור DHTML"
"Dashboard","לוח בקרה"
"Data Format","פורמט נתונים"
"Data transfer:","העברת נתונים:"
"Database","בסיס נתונים"
"Dataflow - Advance Profiles","Dataflow – קדם פרופילים"
"Dataflow - Advanced Profiles","Dataflow – פרופילים מתקדמים"
"Dataflow - Profiles","Dataflow – פרופילים"
"Date","תאריך"
"Date & Time","תאריך ושעה"
"Date Added","תאריך התווספות"
"Date Updated","תאריך עדכון/תאריך עודכן"
"Date selection:","תאריך בחירה:"
"Date selector","בחירת תאריך"
"Day","יום"
"Decimal separator:","מפריד עשרוני:"
"Default (Admin) Values","ערכי ברירת מחדל (מנהל)"
"Default Billing Address","כתובת ברירת המחדל לחיוב"
"Default Config","הגדרת ברירת מחדל"
"Default Template from Locale","תבנית ברירת מחדל מ Locale"
"Default Values","ערכי ברירת מחדל"
"Default display currency ""%s"" is not available in allowed currencies.","ברירת מחדל של מטבע ""%s""לא תואמת את המטבעות האפשריים."
"Default scope","טווח ברירת מחדל"
"Delete","מחק/מחיקה"
"Delete %s","מחק/מחיקה %s"
"Delete %s '%s'","מחק/מחיקה %s '%s'"
"Delete File","מחק קובץ"
"Delete Image","מחק תמונה"
"Delete Profile","מחק פרופיל"
"Delete Role","מחק תפקיד"
"Delete Store","מחק חנות"
"Delete Store View","מחק מבט חנות"
"Delete Template","מחק תבנית"
"Delete User","מחק יוזר"
"Delete Website","מחק אתר"
"Description","תיאור"
"Deselect All","בטל בחירה מרובה"
"Design","עיצוב"
"Design Section","איזור - עיצוב"
"Details","פרטים"
"Developer Section","מפתח - איזור"
"Direction:","כיוון:"
"Disable","כבה"
"Disabled","כבוי/לא פעיל"
"Display %s first","הצג %s ראשון"
"Display default currency","הצג מטבע ברירת מחדל"
"Distributed under GNU LGPL. See %s for details.","מופץ תחת חוקי GNU LGPL. ראה %s לפרטים."
"Do not enable AVS or CSC options.  The do not work when using Payflow Link Silent Mode.","לא לאפשר אפשרויות AVS או CSC .  הם לא פעילים כאשר משתמשים ב Payflow Link Silent Mode."
"Do not set any fields in the Billing and Shipping Information block as editable in your Payflow accout.","יש לבטל אפשרויות עריכה של שדות מידע חיוב ומשלוח בחשבון Payflow."
"Do you really want to KILL parallel process and start new indexing process?","האם לעצור תהליך מקבילי ולהתחיל תהליך אינדוקס חדש?"
"Download","הורד"
"Downloads","הורדות"
"Drag to move","גרור כדי להזיז"
"Drop-down","תיבת בחירה"
"Edit","ערוך"
"Edit Design Change","ערוך שינוי עיצוב"
"Edit Email Template","ערוך תבנית אימייל"
"Edit Filter","ערוך פילטר"
"Edit Poll","ערוך סקר"
"Edit Queue","ערוך תור"
"Edit Review","ערוך סקירה"
"Edit Role","ערוך תפקיד"
"Edit Store View","ערוך מבט חנות"
"Edit System Template","ערוך תבנית מערכת"
"Edit Template","ערוך תבנית"
"Edit URL Rewrite","ערוך שכתוב URL"
"Edit User","עריכת משתמש"
"Edit User '%s'","ערוך יוזר '%s'"
"Edit Website","ערוך אתר"
"Email","מייל"
"Email Address:","אימייל:"
"Email Preview","אימייל - תצוגה מקדימה"
"Email to a Friend","שלח לחבר"
"Email:","אימייל:"
"Enable","אפשר"
"Enable Secure Token:","אפשר Token אבטחה:"
"Enabled","פעיל"
"Enclose Values In:","סגור ערכים ב:"
"Entity Attributes","תכונות ישות"
"Entity Type","סוג ישות"
"Entity type:","סוג ישות:"
"Error","טעות"
"Excel XML","Excel XML"
"Excl. Tax","לא כולל מס"
"Expiration Date","בתוקף עד"
"Expiration Date: %s/%s","תאריך תפוגה: %s/%s"
"Export","ייצוא/ייצא"
"Export CSV","ייצא ל-  CSV"
"Export FAQ","ייצא FAQ"
"Export Filters","ייצא קבצים"
"Export to:","ייצא ל:"
"Export:","ייצא:"
"Extension","הרחבה/תוספת"
"Extensions","הרחבות /תוספות"
"FILTERS APPLIED","FILTERS APPLIED"
"FTP Host[:Port]","FTP הוסט[:פורט]"
"Failed to add a product to cart by id ""%s"".","נכשל בתהליך הוספת מוצר לעגלת קניות לפי id ""%s""."
"Failed to cancel the billing agreement.","נכשל בביטול הסכם חיוב"
"Failed to clear the JavaScript/CSS cache.","נכשל במחיקת JavaScript/CSS cache"
"Failed to delete the billing agreement.","נכשל במחיקת הסכם חיוב"
"Failed to update the profile.","נכשל בעדכון הפרופיל"
"Field","שדה"
"Field Mapping","מיפוי שדות"
"File","קובץ"
"File Information","מידע על קובץ"
"File System","מערכת קבצים"
"File mode","מצב קובץ"
"File name:","שם קובץ:"
"File size should be more than 0 bytes","גודל הקובץ צריך להיות מעל 0 bytes"
"Files","קובץ"
"Final Price","מחיר סופי"
"Finished profile execution.","סיום ביצוע פרופיל."
"First Invoice Created Date","תאריך יצירת חשבונית ראשונה"
"First Name","שם פרטי"
"First Name is required field.","שם פרטי הוא שדה חובה"
"First Name:","שם פרטי:"
"Fixed","תוקן"
"Flush Catalog Images Cache","Flush Catalog Images Cache"
"Flush JavaScript/CSS Cache","Flush JavaScript/CSS Cache"
"For category","לקטגוריה"
"For latest version visit: %s","לגרסה אחרונה בקר ב: %s"
"For product","למוצר"
"Forgot your password?","שכחת את הסיסמא?"
"Forgot your user name or password?","שכחת שם משתמש או סיסמא?"
"From","מ"
"GLOBAL","GLOBAL"
"Gb","Gb"
"General Information","מידע כללי"
"General Section","איזור - כללי"
"Get Image Base64","קבל Base64"
"Get help for this page","קבל עזרה לעמוד זה"
"Global Attribute","תכונה גלובלית"
"Global Record Search","חיפוש גלובלי לרשומה"
"Global Search","חיפוש כללי"
"Go Today","עבור להיום"
"Go to messages inbox","עבור לתיבת הודעות נכנסות"
"Go to notifications","עבור להערות"
"Google Base","Google Base"
"Google Base Items"," פריטי Google Base"
"Google Sitemaps"," מפות אתר של Google"
"Grand Total","סה""כ כללי"
"Grid (default) / List","רשת (ברירת מחדל) / רשימה"
"Grid Only","Grid Only"
"Group:","קבוצה:"
"Guest","אורח"
"HTTP (unsecure)","HTTP (ללא אבטחה)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","עזור לנו לשמור על בריאות מג'נטו - דווח על כל הבאגים"
"Helper attributes should not be used in custom layout updates."," תכונות Helper לא צריכות להיות בשימוש בעדכוני פריסה מותאמים אישית."
"Helper for options rendering doesn't implement required interface.","Helper עבור אופציות הגשת עזרה לא מטמיע ממשק נדרש."
"Home","ראשי"
"ID","קוד/ת.ז/זיהוי"
"ID Path","ID נתיב"
"IP Address","כתובת IP"
"IPN (Instant Payment Notification) Only","IPN (Instant Payment Notification) רק"
"If this message persists, please contact the store owner.","אם הודעה זאת ממשיכה להופיע, צור קשר עם מנהל החנות"
"If your Magento instance is used for multiple websites, you must configure a separate Payflow Link account for each website.","אם Magento instance מוגדר עבור מספר אתרים , עליך ליצור חשבון Payflow Link ייחודי עבור כל אתר."
"Ignore","התעלם"
"Images","תמונות"
"Images (.gif, .jpg, .png)","תמונות (.gif, .jpg, .png)"
"Images Cache","זכרון תמונות"
"Import","ייבוא/ייבא"
"Import / Export FAQ (Frequently Asked Questions)","ייבא / ייצא FAQ (Frequently Asked Questions)"
"Import FAQ","ייבא FAQ"
"Import Service","ייבא שירות/שירות ייבוא"
"Import and Export","ייבוא וייצוא"
"Import and Export Tax Rates","ייבא וייצא שיעורי מס "
"Import/Export","ייבוא/ייצוא"
"Import/Export Advanced","ייבוא/ייצוא מתקדם"
"Import/Export Profile","ייבוא/ייצוא פרופיל"
"Important: ","חשוב: "
"Imported <strong>%s</strong> records","יובאו <strong>%s</strong> רשומות"
"In","ב/בפנים"
"In Database:","בבסיס הנתונים:"
"In File:","בקובץ:"
"In Stock","במלאי"
"Inactive","לא פעיל"
"Inactive Tabs","כרטיסיות לא פעילות"
"Incl. Tax","כולל מס"
"Include","כולל"
"Incoming Message","הודעה נכנסת"
"Insert Variable...","הכנס מסתנה..."
"Interactive","אינטראקטיבי"
"Interface Locale: %s","ממשק  Locale: %s"
"Invalid Form Key. Please refresh the page.","מפתח Form לא תקין, רענן את הדף."
"Invalid Import Service Specified","שירות ייבוא לא תקני"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","מידע POST לא תקין   (בדוק הגדרות post_max_size והגדרות upload_max_filesize בקובץ php.ini)."
"Invalid Secret Key. Please refresh the page.","מפתח Secret לא תקין, רענן את הדף."
"Invalid Username or Password.","משתמש או סיסמא שגויים"
"Invalid directory: %s","תיקייה לא תקינה: %s"
"Invalid email address ""%s"".","כתובת דוא""ל לא תקינה ""%s""."
"Invalid file: %s","קובץ לא תקין: %s"
"Invalid input data for %s => %s rate","מידע  %s לא תקין  => %s שיעור"
"Invalid parent block for this block","בלוק הורה לא תקין עבור בלוק זה"
"Invalid parent block for this block.","בלוק הורה לא תקין עבור בלוק זה."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","שם שולח לא תקין ""%s"". השתמש בתווים וברווחים נראים בלבד."
"Invalid timezone","אזור זמן לא תקין"
"Invalidated","מבוטל"
"Inventory Stock Status","סטטוס מלאי"
"Invoice #%s comment added","הערות הוספו לחשבונית #%s"
"Invoice #%s created","חשבונית #%s נוצרה"
"Invoice History","היסטוריית חשבונית"
"Invoice Totals","חשבונית - סה""כ-ים"
"Invoice canceling error.","שגיאה בביטול חשבונית"
"Invoice capturing error.","שגיאה בלכידת חשבונית"
"Invoice voiding error.","שגיאה בביטול תוקף חשבונית."
"Invoices","חשבוניות"
"Is Closed","נסגר"
"Issue Number","מספר גיליון/מהדורה"
"Issuer: %s","מנפיק: %s"
"Items","פריטים"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"Kb","Kb"
"Last 24 Hours","24 שעות אחרונות"
"Last 5 Orders","5 הזמנות אחרונות"
"Last 5 Search Terms","5 חיפושים אחרונים"
"Last 7 Days","7 ימים אחרונים"
"Last Credit Memo Created Date","תאריך אחרון של יצירת תזכיר אשראי"
"Last Invoice Created Date","תאריך אחרון של יצירת חשבונית"
"Last Logged In (%s):","התחבר לאחרונה ב (%s):"
"Last Logged In:","התחבר לאחרונה:"
"Last Name","שם משפחה"
"Last Name is required field.","שם משפחה הוא שדה חובה."
"Last Name:","שם משפחה:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","עדכון אחרון: %s. כדי לרענן  <a href=""%s"">סטטיסטיקות</a> של היום האחרון , לחץ <a href=""%s"">כאן</a>."
"Latest Message:","הודעה אחרונה:"
"Layered Navigation Indices","מדדי Layered Navigation"
"Layered Navigation Indices were refreshed."," מדדי Layered Navigation רעננו "
"Leave empty to use tax identifier","השאר ריק בכדי להשתמש במזהה מס"
"Lifetime Sales","מכירות מכל הזמנים"
"Lifetime statistics have been updated.","סטטיסטיקות Lifetime עודכנו בהצלחה."
"Links","קישורים"
"Links with associated products will retain only after saving current product.","קישורים עם מוצרים קשורים ישמרו לאחר שמירת המוצר הנוכחי "
"List (default) / Grid","רשימה (ברירת מחדל) / גריד/רשת"
"List Only","רשימה בלבד"
"Load Template","טען תבנית"
"Load default template","טען תבנית ברירת מחדל"
"Loading Preview...","טוען תצוגה מקדימה ... "
"Loading...","טוען..."
"Local Server","שרת מקומי"
"Local/Remote Server","שרת מקומי/מרוחק"
"Locale","מקומי/איזורי"
"Log In","התחבר"
"Log Out","התנתק"
"Log in to Admin Panel","התחבר לממשק מנהל"
"Log into Magento Admin Page","התחבר לעמוד המנהל של מג'נטו"
"Logged in as %s","מחובר כ %s"
"Login","כניסה"
"Low Stock","מלאי נמוך "
"MAJOR","גדול"
"MINOR","קטן"
"MS Excel XML","MS Excel XML"
"Magento Admin","מנהל מג'נטו"
"Magento Commerce - Administrative Panel","מסחר מג'נטו - פאנל ניהול"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect מנהל"
"Magento Logo","לוגו מג'נטו"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento ver. %s","מג'נטו גירסה %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Main Tabs","כרטיסיות ראשיות"
"Make Inactive","העבר למצב לא פעיל "
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","ודא כי קידוד המידע בקובץ עקבי ונשמר באחת מצורות הקידוד הנתמכות (UTF-8 or ANSI)."
"Make sure that you configure the design settings for the Payflow Link form in your Payflow link account.","ודא כי אתה מתאים את הגדרות העיצוב לצורת הקישור של  Payflow בחשבון  Payflow link."
"Manage Attribute Sets","תכונות/מאפיינים - ניהול סטים"
