"Product Tax Class Information","מוצר - מידע על מדרגת/מחלקת המס"
"Redirect to CMS-page if Cookies are Disabled","הכוון לדף  CMS-אם העוגיות אל מופעלות"
"Relative to Website Base URL","יחסי ל URL בסיסי של אתר"
"Save Block","שמור בלוק"
"Save Page","שמור עמוד"
"Save Process","שמור התקדמות"
"Select Block...","בחר בלוק..."
"Select Page...","בחר עמוד..."
"Show Breadcrumbs for CMS Pages","הראה פירורי לכם לדפי  CMS"
"Show Notice if JavaScript is Disabled","כתוב הערה אם  JavaScript לא פעיל"
"Static Blocks","בלוקים סטטיים"
"Status","מצב"
"Storage Root","אחסן מקור"
"Store View","מבט חנות"
"Template","תבנית"
"The block has been deleted.","הבלוק נמחק בהצלחה"
"The block has been saved.","הבלוק נשמר בהצלחה"
"The directory %s is not writable by server.","הסיפרייה %s לא ניתן לכתביה על ידי השרת."
"The page URL key cannot consist only of numbers.","מפתח דף URL לא יכול להכיל מספרים בלבד."
"The page URL key contains capital letters or disallowed symbols.","מפתח דף URL מכיל אותיות או תווים לא חוקיים"
"The page has been deleted.","הדף נמחק בהצלחה"
"The page has been saved.","הדף נשמר בהצלחה"
"This block no longer exists.","הבלוק לא קיים"
"This page no longer exists.","הדף לא קיים"
"Title","כותרת"
"URL Key","מפתח URL"
"Unable to find a block to delete.","לא ניצן למצוא בלוק למחיקה"
"Unable to find a page to delete.","לא נמצא דף למחיקה"
"WYSIWYG Options","אפשרויות וויסוויג"
"px.","px."
