"Display Shipping Prices","הצג מחירי שילוח"
"Display Subtotal","הצג סיכום ביניים"
"Display Zero Tax Subtotal","הצג סכום אפס למס בסיכום זמני"
"Edit Class","ערוך מחלקה"
"Edit Class '%s'","ערוך מחלקה '%s'"
"Edit Rule","ערוך חוק"
"Edit Tax Rate","ערוך שיעור מס"
"Excel XML","Excel XML"
"Excl. Tax","לא כולל מס"
"Excl. Tax:","לא כולל מס:"
"Excluding Tax","לא כולל מס"
"Export Tax Rates","ייצא שיעורי מס"
"Grand Total (Excl. Tax)","סה""כ (לא כולל מס)"
"Grand Total (Excl.Tax)","סה""כ (לא כולל מס)"
"Grand Total (Incl. Tax)","סה""כ (כולל מס)"
"Grand Total (Incl.Tax)","סה""כ (כולל מס)"
"Grand Total Excl. Tax","סה""כ לא כולל חישובי מס"
"Grand Total Incl. Tax","סה""כ כולל חישובי מס"
"Import / Export Tax Rates","ייבוא/ייצוא תערפי מע""מ"
"Import Tax Rates","ייבא תעריפי מס"
"Inc. Tax","כולל מס"
"Incl. Tax","כולל מס"
"Incl. Tax:","כולל מס:"
"Include Tax In Grand Total","כלול חישובי מס בחישוב סופי"
"Including Tax","כולל חישובי מס"
"Including and Excluding Tax","חישוב כולל  ללא ועם חישובי מס."
"Invalid file format upload attempt","ניסיון להעלות - סוג קובץ לא תקין"
"Invalid file upload attempt","ניסיון להעלות - קובץ לא תקין"
"Manage Customer Tax Classes","נהל דרגות מס ללקוח"
"Manage Product Tax Classes","מוצרים - ניהול מחלקות/מדרגות מס"
"Manage Tax Rates","ניהול תערפי מע""מ"
"Manage Tax Rules","ניהול כללי מע""מ"
"Manage Tax Zones & Rates","ניהול איזורי מס ותעריפים"
"Name","שם"
"New Class","מחלקה חדשה"
"New Rule","חוק חדש"
"New Tax Rate","תעריף מס חדש"
"No","לא"
"None","ללא/כלום"
"One of the country has invalid code.","אחת מהארצות עם קוד לא תקין."
"Orders, Invoices, Creditmemos Display Settings","הזמנות, חשבוניות, הגדרות תצוגת תזכירי אשראי "
"Original price only","מחיר מקורי בלבד"
"Price Display Settings","הגדרות תצוגת מחיר"
"Priority","עדיפות/מועדף"
"Product Tax Class","מוצר - מחלקות/מדרגות מס"
"Product Tax Class Information","מוצר - מידע על מדרגת/מחלקת המס"
"Product Tax Classes","מוצר - מדרגות/מחלקות מס"
"Range From","נע בין"
"Range To","עד"
"Rate","שיעור"
"Rate Percent","אחוז שיעור"
"Reset","התחל מחדש"
"Row Total","סה""כ שורה"
"Sales","מכירות"
"Save Class","שמור מחלקה"
"Save Rate","שמור תעריף"
"Save Rule","שמור חוק"
"Save and Continue Edit","שמור והמשך לערוך"
"Shipping & Handling (Excl.Tax)","משלוח ותפעול (סיכום ביניים)"
"Shipping & Handling (Incl.Tax)","משלוח ותפעול (כולל מס)"
"Shipping (Excl. Tax)","משלוח (לא כולל מס)"
"Shipping (Incl. Tax)","משלוח (כולל מס)"
"Shipping Excl. Tax (%s)","משלוח ללא חישוב מס (%s)"
"Shipping Incl. Tax (%s)","משלוח כולל חישוב מס (%s)"
"Shipping Prices","מחירי משלוח"
"Shopping Cart Display Settings","הגדרות תצוגת עגלת קניות"
"Sort Order","מיון לפי"
"State","מדינה"
"State/Region","מדינה/אזור/מחוז"
"Subtotal (Excl. Tax)","סיכום ביניים (לא כולל מס)"
"Subtotal (Excl.Tax)","סיכום ביניים (לא כולל מס)"
"Subtotal (Incl. Tax)","סיכום ביניים (כולל מס)"
"Subtotal (Incl.Tax)","סיכום ביניים (כולל מס)"
"Tax","מע""מ"
"Tax Calculation Based On","חישוב מע""מ מבוסס על"
"Tax Calculation Method Based On","שיטת חישוב מע""מ מבוססת על"
"Tax Class for Shipping","מחלקת/מדרגת מס לשילוח"
"Tax Classes","רמות מע""מ"
"Tax Identifier","מזהה מע""מ"
"Tax Rate","שיעור מס"
"Tax Rate Information","שיעור מס - מידע"
"Tax Rule Information","חוק מס - מידע"
"Tax Rules","חוקי מס"
"Tax Section","איזור - מיסים"
"Tax Titles","מס - כותרות"
"Tax rate cannot be removed. It exists in tax rule","לא ניתן להסיר שיעור מע""מ. שיעור המס מוגדר כחוק מס"
"Tax rates at the same priority are added, others are compounded.","שיעורי מע”מ באותה העדיפות נוספו, השאר הורכבו."
"The tax class has been deleted.","סוג המע""מ נמחק"
"The tax class has been saved.","סוג המע""מ נשמר בהצלחה"
"The tax rate has been deleted.","שיעור מע""מ נמחק בהצלחה"
"The tax rate has been imported.","שיעור מע""מ שופר בהצלחה"
"The tax rate has been saved.","שיעור מס נשמר בהצלחה"
"The tax rule has been deleted.","חוק מע""מ נמחק בהצלחה"
"The tax rule has been saved.","חוק מע""מ נשמר בהצלחה"
"This class no longer exists","מחלקה זו לא קיימת יותר"
"This rule no longer exists","חוק זה לא קיים יותר"
"This rule no longer exists.","חוק זה לא קיים יותר"
"Total","סה""כ"
"Unit Price","מחיר ליחידה"
"Whether catalog prices entered by admin include tax.","האם מחירי קטלוג שהוזנו על ידי מנהל כוללים מס."
"Whether shipping amounts entered by admin or obtained from gateways include tax.","האם כמויות משלוח שמוזנות על ידי מנהל כוללות חישובי מס."
"Yes","כן"
"You cannot delete this tax class as it is used for %d customer groups."," .אתה לא יכול למחוק את סוג המס בגלל שהוא בשימוש עבור קבוצות הלקוחות  %d "
"You cannot delete this tax class as it is used for %d products.","אתה לא יכול למחוק את סוג המס בכלל שהוא בשימוש עבור המוצרים  %d "
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","אתה לא יכול למחק את סוג המס בגלל שהוא בשימוש בחוקי המס. עליך קודם למחוק את החוק בו מתבצע השימוש."
"Zip/Post Code","מיקוד/ת.ד."
"Zip/Post is Range"," טווח מיקוד/ת.ד."
"Fixed Product Taxes","קביעת מיסוי קבוע"
"Enable FPT","אפשר מיסוי קבוע"
"Display Prices In Product Lists","הצג מחירים ברשימות מוצרים"
"Including FPT only","כולל מיסוי קבוע בלבד"
"Display Prices On Product View Page","הצג מחירים בדף המוצר"
"Display Prices In Sales Modules","הצג מחירים במודולי מכירות"
"Display Prices In Emails","הצג מחירים בדואר אלקטרוני"
"Apply Discounts To FPT","החל הנחות עבור מיסוי קבוע"
"Apply Tax To FPT","החל מס עבור מיסוי קבוע"
"Include FPT In Subtotal","כלול מיסוי קבוע בסיכום הביניים"
"Including FPT and FPT description","כולל מיסוי קבוע ותיאור מיסוי קבוע"
"Excluding FPT, FPT description, final price","לא כולל מיסוי קבוע, תיאור מיסוי קבוע, ומחיר סופי"
"Excluding FPT","לא כולל מיסוי קבוע"
