"Email","מייל"
"Email Address","כתובת אי-מייל"
"Enable Charts","אפשר טבלאות"
"Enable this option if you want the charts to be displayed on Dashboard.","אפשר את האופציה הזו אם אתה רומה שטבלאות יוצגו בתצוגה"
"Enable this option only if you have SSL available.","אפשר את האופציה הזו רק בתנאי שקיים SSL"
"Encryption Key","מפתח הצפנה"
"File System","מערכת קובץ"
"First Name","שם פרטי"
"Full Download / SVN Installation","הורדה מלאה / התקנת SVN "
"Get ready to experience Open-Source eCommerce Evolved.","התכונן לחוות את  Open-Source eCommerce Evolved."
"Go to Backend","לך לממשק אחורי"
"Go to Frontend","לך לממשק קידמי"
"Having trouble installing Magento?","נתקל בקשיים בהתקנת מג'נטו?"
"Help Us to Keep Magento Healthy","עזור לנו לשמור בריאות מג'נטו"
"Host","שרת/מארח"
"I agree to the above terms and conditions.","אני מסכים לתנאי השימוש"
"If you are a developer and would like to have the latest public updates, choose this option.","אם הינך מפתח ואתה רוצה את העדכונים הציבוריים האחרונים, בחר אופציה זו."
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","אם אתה מריץ  PHP כ CGI, תהליך PHP יכול לרוץ תחת אותו משתמש שהשתמשת בו כאשר העלאת את קבצי  Magento."
"If you are running the install wizard over a previously downloaded and installed Magento installation, proceed with this method.","אם אתה מריץ תהליך התקנה על התקנה קודמת של מג'נטו , המשך בשיטה זאת."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","אם אתה לא רוצה או לא יכול לאפשר שכתוב קבצי מג'נטו בתהליכי האתר, אתה יכול להשתמש ב PEAR executable אשר ממוקם במקור התקנת מג'נטו."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","אם הורדת את החבילה המלאה או התקנת את מג'נטו באמצעות SVN, אתה צריך לדלג על התקנת ואימות חבילות באמצעות לחיצה על הכפתור שלמטה."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","אם אתה מעוניין לנהל חבילות מג'נטו באמצעות ממשק ניהול מקוון, אתה צריך אישור שכתוב לכל קבצי ותיקיות מג'נטו."
"If your server is running on MS Windows, most probably you will not need to change anything.","אם השרת שלך רץ על מערכת  MS Windows, כנראה שלא תצטרך לבצע שינויים."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","במקרים אחרים אתה תצטרך לאפשר שכתוב קבצי מג'נטו עבור המשתמש תחתיו התהליך רץ בשרת."
"Installation","התקנה"
"Installation Guide","מדריך התקנה"
"Last Name","שם משפחה"
"License Agreement","הסכם רישיון"
"Locale","שפה"
"Locale settings","הגדרות מקומיות/איזוריות"
"Localization","לוקליזציה"
"Login Information","פרטי כניסה"
"Magento","מג'נטו"
"Magento Connect Manager Deployment","פריסת מנהל Magento Connect "
"Magento Installation Wizard","אשף ההתקנה של מג'נטו"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","מג'נטו הוא סימן סמל מסחרי של Magento Inc. Copyright &copy; %s Magento Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","מערכת מג'נטו משתמשת במפתח זה כדי להצפין ססמאות, כרטיסי אשראי ועוד. אם שדה זה יהיה ריק, המערכת תיצור מפתח הצפנה עבורך ותציג אותו בדך הבא. "
"Manual Downloads and Upgrades","ניהול הורדות ושידרוגים"
"One of PHP Extensions ""%s"" must be loaded.","חובה לטעון את אחת מהרחבות  PHP  ""%s"" ."
"PHP Extension '%s' loaded","הרחבת PHP  '%s' נטענה"
"PHP extension ""%s"" must be loaded.","חובה לטעון הרחבת PHP  ""%s"" ."
"Package Management through the Web","ניהול חבילות דרך הרשת"
"Password","סיסמא"
"Password Confirmation","אישור סיסמא"
"Path ""%s"" must be writable.","הנתיב ""%s"" חייב להיות ניתן לשכתוב."
"Personal Information","פרטים אישיים"
"Please correct the user data and try again.","אנא תקן את פרטי המשתמש ונסה שנית"
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","אנא , שים לב  <code>mod_rewrite</code> סומן כאפשרי בהגדרות Apache."
"Please note that it is much less stable than beta.","שים לב כי זה הרבה פחות יציב מאשר בטא"
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","שים לב כי רק מערכות  UNIX, Linux ו Mac OS X נתמכות. עבור Windows בחר באפשרות '%s' ."
"Please set all required settings before clicking Continue","קבע את כל ההגדרות הנדרשות לפני הלחיצה על ""המשך"""
"Preferred stability: %s","יציבות מועדפת: %s"
"Proceed With Automatic Download (%s)","המשך בהורדה אוטומטית (%s)"
"Provide a complete base URL for SSL connection. For example: %s","חובה להזין כתובת URL בסיסית מלאה עבור חיבור SSL. למשל:  %s"
"Report All Bugs","דווח על כל הבאגים"
"Required Fields","שדות חובה"
"Response from server isn\'t valid.","תשובה שחזרה מהשרת אינה תקינה."
"Run admin interface with SSL","הרץ ממשק ניהול עם SSL"
"Run this in your shell from Magento root folder:","הרץ זאת במאמצעות shell מתיקית מקור של מג'נטו:"
"Save Session Data In","שמור פרטי פגישה ב"
"Save Session Files In","שמור קבצי פגישה ב"
"Secure Base URL","אבטח כתובת URL בסיסית "
"Session Storage Options","Session Storage Options"
"Setting preferred state to: %s","קובע מדינה נבחרת ל: %s"
"Skip Base URL Validation Before the Next Step","דלג על אימות כתובת URL בסיסית לפני השלב הבא"
"Skip Secure URL validation before next step","דלג על בדיקת אבטחת כתובת URL בשלב הבא"
"Tables Prefix","תחילית שם טבלה"
"The URL ""%s"" is invalid.","כתובת URL  ""%s"" לא תקינה."
"The URL ""%s"" is not accessible.","אין נגישות לכתובת URL ""%s""."
"The database server version does not match system requirements (required: %s, actual: %s).","גרסת מסד הנתונים של השרת לא עונה לדרישות המערכת  (דרישות: %s,קיים: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","תחילית הטבלה חייבת להכיל רק אותיות  (a-z), מספרים (0-9) או קו תחתון (_), התו הראשון חייב להיות אות."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","ארעה שגיאה במהלך התקנת חבילות מג'נטו. אנא קרא את הלוג, תקן את השגיאות ונסה שנית."
"Time Zone","איזור זמן"
"Use Secure URLs (SSL)","השתמש בכתובות URL מאובטחות (SSL)"
"Use Web Server (Apache) Rewrites","השתמש בשכתובי שרת (Apache) "
"User Name","שם משתמש"
"User Password","סיסמת משתמש"
"Username","שם משתמש"
"Validation","אימות סיסמא"
"Web access options","אפשרויות גישה לאתר"
"Welcome","ברוך הבא"
"Welcome to Magento's Installation Wizard","ברוך הבא לאשף ההתקנה של מג'נטו"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","אתה יכול לציין פורט שרת , למשל: localhost:3307<br />אם אתה משתמש בתושבת ברירת מחדל של  UNIX , אתה יכול להזין אותה כעת במקום שרת, למשל: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","אתה יכול לאפשר אפשרות זאת כדי להשתמש בפונקציית שכתוב השרת לביצועים טובים יותר של התאמה למנועי החיפוש"
"You're All Set","אתה מוכן להתחיל"
"You're All Set!","אתה מוכן להתחיל!"
